keyword,name,averSalary,number
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,11694,18
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12375,16
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14635,74
python,广东省,15222,75
python,浙江省,11690,25
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,11694,18
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12375,16
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14635,74
python,广东省,15173,76
python,浙江省,11690,25
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,11694,18
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12375,16
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14635,74
python,广东省,15173,76
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,11694,18
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12375,16
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14635,74
python,广东省,15173,76
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,11500,19
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12375,16
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14635,74
python,广东省,15173,76
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,11500,19
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14635,74
python,广东省,15173,76
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14640,75
python,广东省,15173,76
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14640,75
python,广东省,15092,77
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,10055,9
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14640,75
python,广东省,15092,77
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12921,52
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14640,75
python,广东省,15092,77
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11055,9
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14640,75
python,广东省,15092,77
python,浙江省,11817,26
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11450,10
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14640,75
python,广东省,15092,77
python,浙江省,11935,27
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11450,10
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14640,75
python,广东省,15092,77
python,浙江省,11935,27
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14671,76
python,广东省,15092,77
python,浙江省,11935,27
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14671,76
python,广东省,15092,77
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14671,76
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14681,77
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,12988,53
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14681,77
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11534,29
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14681,77
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11450,30
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14681,77
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12050,20
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14681,77
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,7625,4
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14681,77
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14724,78
python,广东省,15066,78
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14724,78
python,广东省,15033,79
python,浙江省,12008,28
python,四川省,11971,35
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14724,78
python,广东省,15033,79
python,浙江省,12008,28
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14724,78
python,广东省,15020,80
python,浙江省,12008,28
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14724,78
python,广东省,15020,80
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,15020,80
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11812,40
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,15020,80
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11804,41
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,21
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,15020,80
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11804,41
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14983,81
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11804,41
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14983,81
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11419,31
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14983,81
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14892,82
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15239,47
python,江苏省,13035,54
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14892,82
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,13035,54
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12441,17
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14892,82
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,13035,54
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14863,83
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,13035,54
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14870,84
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,13035,54
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14870,84
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,12943,55
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14870,84
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,12935,56
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14696,79
python,广东省,14966,85
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,12935,56
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,85
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,12935,56
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11484,32
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,85
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,12935,56
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11439,33
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,86
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15171,48
python,江苏省,12935,56
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11439,33
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,86
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15168,49
python,江苏省,12935,56
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11439,33
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,86
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15168,49
python,江苏省,12989,57
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11439,33
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,86
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15168,49
python,江苏省,12998,58
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,12000,22
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11439,33
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,86
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15168,49
python,江苏省,12998,58
python,陕西省,11809,42
python,河南省,9568,22
python,贵州省,5750,2
python,天津市,11681,11
python,福建省,9850,10
python,吉林省,14500,1
python,湖北省,11934,23
python,山西省,10250,2
python,河北省,8416,6
python,甘肃省,11500,3
python,山东省,11439,33
python,辽宁省,12166,18
python,黑龙江省,9000,5
python,湖南省,14681,11
python,江西省,8000,1
python,广西壮族自治区,19000,1
python,安徽省,10750,4
python,重庆市,8813,102
python,北京市,14656,80
python,广东省,14966,86
python,浙江省,11905,29
python,四川省,11763,36
python,上海市,15185,50
python,江苏省,12998,58
python,陕西省,11809,42
python,河南省,9568,22
